INDEX,DATE,TIME,Interval,Mobile_Controller,Alarm,Game,Music,Note,Training,Video,Home_Controller,AirConditioner,DoorLock,Lamp,TV,Vacuum,Washer
1609,2020-06-16,5:01:13,18073,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1610,2020-06-16,5:01:14,18074,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1611,2020-06-16,5:01:15,18075,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1612,2020-06-16,5:01:16,18076,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1613,2020-06-16,5:01:17,18077,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1614,2020-06-16,5:01:18,18078,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1615,2020-06-16,5:01:19,18079,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1616,2020-06-16,5:01:20,18080,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1617,2020-06-16,5:01:21,18081,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1618,2020-06-16,5:01:22,18082,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1619,2020-06-16,5:01:23,18083,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1620,2020-06-16,5:01:24,18084,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1621,2020-06-16,5:01:25,18085,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1622,2020-06-16,5:01:26,18086,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1623,2020-06-16,5:01:27,18087,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1624,2020-06-16,5:01:28,18088,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1625,2020-06-16,5:01:29,18089,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1626,2020-06-16,5:01:30,18090,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1627,2020-06-16,5:01:31,18091,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1628,2020-06-16,5:01:32,18092,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1629,2020-06-16,5:01:33,18093,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1630,2020-06-16,5:01:34,18094,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1631,2020-06-16,5:01:35,18095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0
1632,2020-06-16,5:01:36,18096,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1633,2020-06-16,5:01:37,18097,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1634,2020-06-16,5:01:38,18098,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1635,2020-06-16,5:01:39,18099,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1636,2020-06-16,5:01:40,18100,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1637,2020-06-16,5:01:41,18101,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1638,2020-06-16,5:01:42,18102,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1639,2020-06-16,5:01:43,18103,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1640,2020-06-16,5:01:44,18104,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1641,2020-06-16,5:01:45,18105,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1642,2020-06-16,5:01:46,18106,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1643,2020-06-16,5:01:47,18107,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1644,2020-06-16,5:01:48,18108,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1645,2020-06-16,5:01:49,18109,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1646,2020-06-16,5:01:50,18110,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1647,2020-06-16,5:01:51,18111,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1648,2020-06-16,5:01:52,18112,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1649,2020-06-16,5:01:53,18113,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1650,2020-06-16,5:01:54,18114,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1651,2020-06-16,5:01:55,18115,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1652,2020-06-16,5:01:56,18116,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1653,2020-06-16,5:01:57,18117,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1654,2020-06-16,5:01:58,18118,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1655,2020-06-16,5:01:59,18119,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1656,2020-06-16,5:02:00,18120,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1657,2020-06-16,5:02:01,18121,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1658,2020-06-16,5:02:02,18122,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1659,2020-06-16,5:02:03,18123,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1660,2020-06-16,5:02:04,18124,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1661,2020-06-16,5:02:05,18125,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1662,2020-06-16,5:02:06,18126,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1663,2020-06-16,5:02:07,18127,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1664,2020-06-16,5:02:08,18128,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1665,2020-06-16,5:02:09,18129,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1666,2020-06-16,5:02:10,18130,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1667,2020-06-16,5:02:11,18131,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1668,2020-06-16,5:02:12,18132,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1669,2020-06-16,5:02:13,18133,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1670,2020-06-16,5:02:14,18134,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1671,2020-06-16,5:02:15,18135,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1672,2020-06-16,5:02:16,18136,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1673,2020-06-16,5:02:17,18137,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1674,2020-06-16,5:02:18,18138,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1675,2020-06-16,5:02:19,18139,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1676,2020-06-16,5:02:20,18140,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1677,2020-06-16,5:02:21,18141,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1678,2020-06-16,5:02:22,18142,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1679,2020-06-16,5:02:23,18143,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1680,2020-06-16,5:02:24,18144,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1681,2020-06-16,5:02:25,18145,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1682,2020-06-16,5:02:26,18146,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1683,2020-06-16,5:02:27,18147,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1684,2020-06-16,5:02:28,18148,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1685,2020-06-16,5:02:29,18149,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1686,2020-06-16,5:02:30,18150,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1687,2020-06-16,5:02:31,18151,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1688,2020-06-16,5:02:32,18152,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1689,2020-06-16,5:02:33,18153,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1690,2020-06-16,5:02:34,18154,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1691,2020-06-16,5:02:35,18155,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1692,2020-06-16,5:02:36,18156,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1693,2020-06-16,5:02:37,18157,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1694,2020-06-16,5:02:38,18158,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1695,2020-06-16,5:02:39,18159,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1696,2020-06-16,5:02:40,18160,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1697,2020-06-16,5:02:41,18161,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1698,2020-06-16,5:02:42,18162,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1699,2020-06-16,5:02:43,18163,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1700,2020-06-16,5:02:44,18164,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1701,2020-06-16,5:02:45,18165,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1702,2020-06-16,5:02:46,18166,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1703,2020-06-16,5:02:47,18167,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1704,2020-06-16,5:02:48,18168,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1705,2020-06-16,5:02:49,18169,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1706,2020-06-16,5:02:50,18170,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1707,2020-06-16,5:02:51,18171,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1708,2020-06-16,5:02:52,18172,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1709,2020-06-16,5:02:53,18173,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1710,2020-06-16,5:02:54,18174,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1711,2020-06-16,5:02:55,18175,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1712,2020-06-16,5:02:56,18176,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1713,2020-06-16,5:02:57,18177,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1714,2020-06-16,5:02:58,18178,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1715,2020-06-16,5:02:59,18179,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1716,2020-06-16,5:03:00,18180,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1717,2020-06-16,5:03:01,18181,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1718,2020-06-16,5:03:02,18182,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1719,2020-06-16,5:03:03,18183,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1720,2020-06-16,5:03:04,18184,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1721,2020-06-16,5:03:05,18185,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1722,2020-06-16,5:03:06,18186,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1723,2020-06-16,5:03:07,18187,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1724,2020-06-16,5:03:08,18188,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1725,2020-06-16,5:03:09,18189,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1726,2020-06-16,5:03:10,18190,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1727,2020-06-16,5:03:11,18191,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1728,2020-06-16,5:03:12,18192,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1729,2020-06-16,5:03:13,18193,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1730,2020-06-16,5:03:14,18194,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1731,2020-06-16,5:03:15,18195,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1732,2020-06-16,5:03:16,18196,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1733,2020-06-16,5:03:17,18197,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1734,2020-06-16,5:03:18,18198,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1735,2020-06-16,5:03:19,18199,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1736,2020-06-16,5:03:20,18200,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1737,2020-06-16,5:03:21,18201,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1738,2020-06-16,5:03:22,18202,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1739,2020-06-16,5:03:23,18203,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1740,2020-06-16,5:03:24,18204,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1741,2020-06-16,5:03:25,18205,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1742,2020-06-16,5:03:26,18206,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1743,2020-06-16,5:03:27,18207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,0,0,0
1744,2020-06-16,5:03:28,18208,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1745,2020-06-16,5:03:28,18208,1,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1746,2020-06-16,5:03:29,18209,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1747,2020-06-16,5:03:30,18210,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1748,2020-06-16,5:03:31,18211,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1749,2020-06-16,5:03:32,18212,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1750,2020-06-16,5:03:33,18213,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1751,2020-06-16,5:03:34,18214,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1752,2020-06-16,5:03:35,18215,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1753,2020-06-16,5:03:36,18216,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1754,2020-06-16,5:03:37,18217,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1755,2020-06-16,5:03:38,18218,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1756,2020-06-16,5:03:39,18219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0
1757,2020-06-16,5:03:40,18220,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1758,2020-06-16,5:03:41,18221,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1759,2020-06-16,5:03:42,18222,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1760,2020-06-16,5:03:43,18223,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1761,2020-06-16,5:03:44,18224,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1762,2020-06-16,5:03:45,18225,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1763,2020-06-16,5:03:46,18226,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1764,2020-06-16,5:03:47,18227,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1765,2020-06-16,5:03:48,18228,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1766,2020-06-16,5:03:49,18229,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1767,2020-06-16,5:03:50,18230,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1768,2020-06-16,5:03:51,18231,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1769,2020-06-16,5:03:52,18232,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1770,2020-06-16,5:03:53,18233,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1771,2020-06-16,5:03:54,18234,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1772,2020-06-16,5:03:55,18235,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1773,2020-06-16,5:03:56,18236,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1774,2020-06-16,5:03:57,18237,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1775,2020-06-16,5:03:58,18238,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1776,2020-06-16,5:03:59,18239,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1777,2020-06-16,5:04:00,18240,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1778,2020-06-16,5:04:01,18241,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1779,2020-06-16,5:04:02,18242,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1780,2020-06-16,5:04:03,18243,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1781,2020-06-16,5:04:04,18244,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1782,2020-06-16,5:04:05,18245,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1783,2020-06-16,5:04:06,18246,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1784,2020-06-16,5:04:07,18247,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1785,2020-06-16,5:04:08,18248,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1786,2020-06-16,5:04:09,18249,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1787,2020-06-16,5:04:10,18250,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1788,2020-06-16,5:04:11,18251,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1789,2020-06-16,5:04:12,18252,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1790,2020-06-16,5:04:13,18253,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1791,2020-06-16,5:04:14,18254,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1792,2020-06-16,5:04:15,18255,1,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1793,2020-06-16,5:04:16,18256,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1794,2020-06-16,5:04:17,18257,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1795,2020-06-16,5:04:18,18258,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1796,2020-06-16,5:04:19,18259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1797,2020-06-16,5:04:20,18260,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1798,2020-06-16,5:04:21,18261,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1799,2020-06-16,5:04:22,18262,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1800,2020-06-16,5:04:23,18263,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1801,2020-06-16,5:04:24,18264,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1802,2020-06-16,5:04:25,18265,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1803,2020-06-16,5:04:26,18266,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1804,2020-06-16,5:04:27,18267,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1805,2020-06-16,5:04:28,18268,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1806,2020-06-16,5:04:29,18269,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1807,2020-06-16,5:04:30,18270,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1808,2020-06-16,5:04:31,18271,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1809,2020-06-16,5:04:32,18272,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1810,2020-06-16,5:04:33,18273,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1811,2020-06-16,5:04:34,18274,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1812,2020-06-16,5:04:35,18275,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1813,2020-06-16,5:04:36,18276,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1814,2020-06-16,5:04:37,18277,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1815,2020-06-16,5:04:38,18278,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1816,2020-06-16,5:04:39,18279,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1817,2020-06-16,5:04:40,18280,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1818,2020-06-16,5:04:41,18281,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1819,2020-06-16,5:04:42,18282,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1820,2020-06-16,5:04:43,18283,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1821,2020-06-16,5:04:44,18284,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1822,2020-06-16,5:04:45,18285,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1823,2020-06-16,5:04:46,18286,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1824,2020-06-16,5:04:47,18287,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1825,2020-06-16,5:04:48,18288,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1826,2020-06-16,5:04:49,18289,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1827,2020-06-16,5:04:50,18290,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1828,2020-06-16,5:04:51,18291,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1829,2020-06-16,5:04:52,18292,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1830,2020-06-16,5:04:53,18293,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1831,2020-06-16,5:04:54,18294,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1832,2020-06-16,5:04:55,18295,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1833,2020-06-16,5:04:56,18296,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1834,2020-06-16,5:04:57,18297,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1835,2020-06-16,5:04:58,18298,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1836,2020-06-16,5:04:59,18299,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1837,2020-06-16,5:05:00,18300,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1838,2020-06-16,5:05:01,18301,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1839,2020-06-16,5:05:02,18302,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1840,2020-06-16,5:05:03,18303,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1841,2020-06-16,5:05:04,18304,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1842,2020-06-16,5:05:05,18305,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1843,2020-06-16,5:05:06,18306,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1844,2020-06-16,5:05:07,18307,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1845,2020-06-16,5:05:08,18308,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,1,0,0
1846,2020-06-16,5:05:09,18309,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1847,2020-06-16,5:05:10,18310,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1848,2020-06-16,5:05:11,18311,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1849,2020-06-16,5:05:12,18312,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1850,2020-06-16,5:05:13,18313,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1851,2020-06-16,5:05:14,18314,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1852,2020-06-16,5:05:15,18315,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1853,2020-06-16,5:05:16,18316,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1854,2020-06-16,5:05:17,18317,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1855,2020-06-16,5:05:18,18318,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1856,2020-06-16,5:05:19,18319,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1857,2020-06-16,5:05:20,18320,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1858,2020-06-16,5:05:21,18321,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1859,2020-06-16,5:05:22,18322,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1860,2020-06-16,5:05:23,18323,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1861,2020-06-16,5:05:24,18324,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1862,2020-06-16,5:05:25,18325,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1863,2020-06-16,5:05:26,18326,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1864,2020-06-16,5:05:27,18327,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1865,2020-06-16,5:05:28,18328,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1866,2020-06-16,5:05:29,18329,1,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1867,2020-06-16,5:05:30,18330,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1868,2020-06-16,5:05:31,18331,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1869,2020-06-16,5:05:32,18332,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1870,2020-06-16,5:05:33,18333,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1871,2020-06-16,5:05:34,18334,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1872,2020-06-16,5:05:35,18335,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1873,2020-06-16,5:05:36,18336,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1874,2020-06-16,5:05:37,18337,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1875,2020-06-16,5:05:38,18338,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1876,2020-06-16,5:05:39,18339,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1877,2020-06-16,5:05:40,18340,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1878,2020-06-16,5:05:41,18341,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1879,2020-06-16,5:05:42,18342,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1880,2020-06-16,5:05:43,18343,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1881,2020-06-16,5:05:44,18344,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1882,2020-06-16,5:05:45,18345,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1883,2020-06-16,5:05:46,18346,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1884,2020-06-16,5:05:47,18347,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1885,2020-06-16,5:05:48,18348,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1886,2020-06-16,5:05:49,18349,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1887,2020-06-16,5:05:50,18350,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1888,2020-06-16,5:05:51,18351,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1889,2020-06-16,5:05:52,18352,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1890,2020-06-16,5:05:53,18353,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1891,2020-06-16,5:05:54,18354,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1892,2020-06-16,5:05:55,18355,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1893,2020-06-16,5:05:56,18356,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1894,2020-06-16,5:05:57,18357,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1895,2020-06-16,5:05:58,18358,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1896,2020-06-16,5:05:59,18359,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1897,2020-06-16,5:06:00,18360,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1898,2020-06-16,5:06:01,18361,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1899,2020-06-16,5:06:02,18362,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1900,2020-06-16,5:06:03,18363,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1901,2020-06-16,5:06:04,18364,1,0,0,0,0,0,0,1,0,0,1,0,0,0
